행정구역명,학원/교습소,학원지정번호,학원명,도로명주소,도로명상세주소,분야명,교습계열명,교습과정목록명,교습과정명,정원합계,일시수용능력인원합계,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,등록상태명,등록일자,휴원시작일자,휴원종료일자,개설일자,적재일시
서대문구,교습소,3000028722,한선생수학교습소,서울특별시 서대문구 세검정로1길 87,", 3층 (홍은동)",입시.검정 및 보습,보통교과,초등수학,보습,14,9,,Y,N,3616,개원,20170323,,99991231,20170323,20231018
서대문구,교습소,3000028723,창의숲수학교습소,서울특별시 서대문구 북아현로1길 50,", 상가1동 128호 (북아현동, 아현역푸르지오)",입시.검정 및 보습,,초등수학A,,32,2,"초등수학A:120000, 초등수학B:220000, 중등수학:400000, 고등수학:480000, 초등수학C:300000, 초등수학D:320000, 초등수학E:350000",Y,N,3770,개원,20170321,,99991231,20170321,20260607
서대문구,학원,3000028724,임페라토학원,서울특별시 서대문구 증가로12가길 78,", 2층 (북가좌동)",입시.검정 및 보습,보통교과,,보습,55,70,,Y,N,3671,개원,20170315,,99991231,20170315,20231018
강남구,학원,3000028725,아워스터디(OUR STUDY)학원,서울특별시 강남구 도곡로 510,", 2층 4호 및 5호 (대치동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,70,71,,Y,N,6282,개원,20170330,,99991231,20170330,20231018
도봉구,교습소,3000028726,최샘수학교습소,서울특별시 도봉구 해등로26길 7,", 4층404호 (쌍문동)",입시.검정 및 보습,보통교과,수학초등1,보습,56,8,"수학초등1:150000, 수학초등2:150000, 수학초등3:180000, 수학중등1:250000, 수학중등2:250000, 수학고등1:320000",Y,N,1387,개원,20170331,,99991231,20170331,20251109
광진구,학원,3000028727,최선생수학본영어학원,서울특별시 광진구 광나루로 602,", 4층 (구의동)",입시.검정 및 보습,보통교과,"보습,",보습,250,112,,Y,N,5034,개원,20170331,,99991231,20170331,20231018
동작구,교습소,3000028729,뮤엠영어보라매어바인영어교습소,서울특별시 동작구 여의대방로10길 59,", 204호 (신대방동, 보라매파크빌아파트상가)",국제화,외국어,레벨1,실용외국어(유아/초?중?고),50,5,,Y,N,7063,개원,20170331,,99991231,20170331,20231018
서대문구,학원,3000028731,로얄댄스스포츠학원,서울특별시 서대문구 연희로 409,", 3층 (홍은동)",기예(대),기예(중),,댄스,20,48,,Y,N,3647,개원,20170331,,99991231,20170331,20231018
중랑구,교습소,3000028734,정수학교습소,서울특별시 중랑구 면목로28길 17-4,", 지하1층 B102호 (면목동)",입시.검정 및 보습,보통교과,초등수학,보습,36,9,"초등수학:180000, 중등수학1:220000, 중등수학2:300000, 고등수학:350000",Y,N,2253,개원,20170331,,99991231,20170403,20260308
강서구,교습소,3000028735,예술램프미술교습소,서울특별시 강서구 강서로50길 72,", 101동 206호 (내발산동, 신세계아파트3차)",예능(대),예능(중),초등미술1,미술,18,3,"초등미술1:120000, 초등미술2:180000, 초등미술3:90000, 초등미술4:200000, 미술(입시):140000, 미술(입시):180000",Y,N,7652,개원,20170403,,99991231,20170403,20231018
관악구,학원,3000028737,토즈스터디센터신림독서실,서울특별시 관악구 난곡로 339,", 3층 일부 (신림동)",독서실,독서,독서실(유아/초?중?고),독서실(유아/초?중?고),360,96,,Y,N,8767,개원,20170403,,99991231,20170403,20260329
송파구,학원,3000028741,수학을담다학원,서울특별시 송파구 가락로 205,", 302호, 303호 (송파동)",입시.검정 및 보습,보통교과,,보습,152,152,,Y,N,5663,개원,20170403,,99991231,20170403,20240908
강남구,학원,3000028742,서울뮤직센터학원,서울특별시 강남구 논현로149길 63,", 2층 (논현동)",예능(대),예능(중),음악,음악,301,43,,Y,N,6039,개원,20170403,,99991231,20170403,20240225
성북구,학원,3000028744,율뮤직학원,서울특별시 성북구 동소문로13길 25,", 2층 전체 (동소문동4가)",예능(대),예능(중),음악,음악,258,43,,Y,N,2832,개원,20170217,,99991231,20170217,20260628
성북구,교습소,3000028745,셈수학교습소,서울특별시 성북구 지봉로20길 23,", 1층 전체 (보문동2가)",입시.검정 및 보습,보통교과,수학중등,보습,18,9,"수학중등:250000, 수학초등저학년(1~2학년):180000, 수학초등고학년:190000",Y,N,2872,개원,20170217,,99991231,20170217,20260308
성북구,교습소,3000028748,길음엘리트해법영어교습소,서울특별시 성북구 삼양로9길 10-26,", 1층 일부 (길음동)",입시.검정 및 보습,보통교과,초등영어초고A,보습,15,5,"초등영어초고A:170000, 초등영어초고B:180000, 초등영어초고C:220000, 중등영어A:210000, 중등영어B:240000, 고등부:250000, 초등영어초저A:140000, 초등영어초저B:160000, 초등영어초저C:170000",Y,N,2724,개원,20170302,,99991231,20170302,20260329
강서구,교습소,3000028751,아티트럼펫교습소,서울특별시 강서구 강서로 532,", 상가동 107호 (가양동, 동신아파트,대아아파트)",예능(대),예능(중),트럼펫,음악,1,2,,Y,N,7524,개원,20170404,,99991231,20170404,20231018
강서구,교습소,3000028752,베리타스수학교습소,서울특별시 강서구 강서로 242,", 상가동 201호 일부 (화곡동, 강서힐스테이트)",입시.검정 및 보습,보통교과,초등수학,보습,9,3,"초등수학:300000, 중등수학:350000, 고등수학:400000",Y,N,7694,개원,20170404,,99991231,20170404,20250223
강동구,학원,3000028753,와이비엠(YBM)잉글루매쓰캔수학학원,서울특별시 강동구 아리수로50길 50,", 325호~326호 (고덕동, 래미안힐스테이트고덕)",입시.검정 및 보습,보통교과,"보습,보습?논술,",보습?논술,119,50,,Y,N,5229,개원,20170403,,99991231,20170403,20231018
성북구,교습소,3000028755,더(THE)하기수학교습소,서울특별시 성북구 동소문로 186,", 5층 전체 (돈암동)",입시.검정 및 보습,보통교과,,보습,21,7,,Y,N,2807,개원,20170313,,99991231,20170313,20231018
마포구,교습소,3000028756,필미에르필아트(feelmeereufeelart)미술교습소,서울특별시 마포구 도화4길 88,", 2층 (도화동)",예능(대),예능(중),미술1(고급),미술,18,8,"미술1(고급):130000, 미술2(고급):240000, 특별(고급)-큐빅, 코딩, 애니:160000, 원데이(고급):50000, 미술3(고급):140000, 미술4(고급):150000, 체험미술(고급):30000",Y,N,4171,개원,20170327,,99991231,20170327,20260426
성북구,교습소,3000028757,해라샘영어교습소,서울특별시 성북구 돌곶이로25길 59-4,", 1층 전체 (장위동)",입시.검정 및 보습,보통교과,중등영어,보습,6,3,,Y,N,2772,개원,20170315,,99991231,20170315,20240407
성북구,교습소,3000028758,더함수학교습소,서울특별시 성북구 삼양로13길 45,", 2층 205호 (길음동)",입시.검정 및 보습,보통교과,초등수학,보습,21,7,"초등수학:250000, 중등수학:300000, 고등수학:400000",Y,N,2724,개원,20170320,,99991231,20170320,20231018
성북구,학원,3000028761,아이큐베드(IQuBed)학원,서울특별시 성북구 종암로 167,", 101호,102호,104호 (하월곡동, 동일하이빌뉴시티)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,300,75,,Y,N,2734,개원,20170329,,99991231,20170329,20260607
노원구,학원,3000028763,단디중계관리형독서실,서울특별시 노원구 중계로12가길 19,", 3층 일부, 4층 일부 (중계동)",독서실,독서,"독서실(유아/초?중?고),",독서실(유아/초?중?고),376,188,,Y,N,1725,개원,20170404,,99991231,20170404,20231018
노원구,학원,3000028766,영재체험수학학원,서울특별시 노원구 한글비석로 271,", 3층 일부 (중계동)",입시.검정 및 보습,보통교과,,보습,30,69,,Y,N,1714,개원,20170404,,99991231,20170404,20231018
동작구,학원,3000028767,예얼뷰티미용학원,서울특별시 동작구 상도로 382,", 2~3층 (상도동)",직업기술,산업응용기술,"이?미용,",이?미용,65,65,,Y,N,7040,개원,20170329,,99991231,20170329,20251214
동작구,학원,3000028768,라포즈발레학원,서울특별시 동작구 상도로56길 6,", 2~3층 (상도동)",예능(대),예능(중),무용,무용,620,124,,Y,N,7039,개원,20170329,,99991231,20170329,20250803
성북구,학원,3000028769,작업실미술학원,서울특별시 강북구 월계로 57,3층 전체(미아동),예능(대),예능(중),미술,미술,150,75,,Y,N,1237,개원,20170224,,99991231,20170224,20260301
동작구,학원,3000028770,키노연기뮤지컬학원,서울특별시 동작구 남부순환로 2055,", 202호 (사당동)",기타(대),기타(중),"연극,",연극,42,60,,Y,N,7024,개원,20170404,,99991231,20170404,20231018
서대문구,교습소,3000028771,카이스트수학교습소,서울특별시 서대문구 응암로 77,", 3층 303-1호 (북가좌동)",입시.검정 및 보습,보통교과,초등수학,보습,24,3,,Y,N,3679,개원,20170327,,99991231,20170327,20231018
마포구,교습소,3000028773,케이아트미술교습소,서울특별시 마포구 와우산로 41-1,", 4층 전체 (상수동)",예능(대),예능(중),,미술,9,9,,Y,N,4049,개원,20170330,,99991231,20170330,20231018
성북구,교습소,3000028774,한쌤가온논술교습소,서울특별시 성북구 성북로4길 52,", 417동 6층 1603호 (돈암동, 한신한진상가)",입시.검정 및 보습,보통교과,초등3~6,보습,15,5,"초등3~6:60000, 초등5~중1:90000, 중1~중3:120000",Y,N,2831,개원,20170223,,99991231,20170223,20250601
영등포구,교습소,3000028783,라벤다피아노교습소,서울특별시 영등포구 당산로41길 22-3,", 1층 일부 (당산동5가)",예능(대),예능(중),피아노(일55분*주5회*4.2주),음악,2,4,"피아노(일55분*주5회*4.2주):180000, 피아노(일75분*주5회*4.2주):240000",Y,N,7213,개원,20170329,,99991231,20170329,20250810
은평구,교습소,3000028789,생각을그리는연필미술교습소,서울특별시 은평구 진관4로 87,", 629동 상가 105호 (진관동, 은평뉴타운 상림마을)",예능(대),예능(중),초급미술A,미술,27,9,"초급미술A:90000, 중급미술B:90000, 고급미술C:90000, 초급미술D:160000, 중급미술E:160000, 고급미술F:160000",Y,N,3304,개원,20170405,,99991231,20170405,20260201
은평구,학원,3000028790,엘당스발레학원,서울특별시 은평구 진관3로 22,", 이로운프라자 401호 (진관동)",예능(대),예능(중),무용,무용,125,25,,Y,N,3306,개원,20170405,,99991231,20170405,20251116
마포구,학원,3000028794,이투스247마포학원,서울특별시 마포구 백범로 107,", 2층, 3층, 4층 (대흥동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,426,120,,Y,N,4136,개원,20170331,,99991231,20170331,20260329
강동구,교습소,3000028800,물미논술교습소,서울특별시 강동구 동남로75길 13-7,", 4층 401호 일부 (명일동)",입시.검정 및 보습,보통교과,,보습?논술,8,4,,Y,N,5269,개원,20170405,,99991231,20170405,20250727
강서구,학원,3000028803,미술로생각하기강서마곡학원,서울특별시 강서구 방화대로 294,", 704호 (마곡동)",기타(대),기타(중),,기타(소),12,24,,Y,N,7599,개원,20170405,,99991231,20170405,20250330
중랑구,교습소,3000028805,"나의첫번째,피아노음악교습소",서울특별시 중랑구 공릉로12가길 46-11,", 2층 (묵동)",예능(대),예능(중),바이엘(초급),음악,32,9,"바이엘(초급):150000, 체르니100(중급):160000, 체르니30(고급):170000, 체르니40(고급):180000, 작품반(고급):190000, 바이올린(고급):140000",Y,N,2030,개원,20170407,,99991231,20170407,20250309
양천구,학원,3000028806,한얼국어논술전문학원,서울특별시 양천구 목동서로 67,", 우성에펠타운, 1201호, 1202호일부, 1203호 (목동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,283,146,,Y,N,7983,개원,20170407,,99991231,20170407,20240317
영등포구,교습소,3000028811,피크닉피아노교습소,서울특별시 영등포구 도신로60길 24,", 1층 일부 (신길동)",예능(대),예능(중),기초_바이엘(일65분*주3회*4.2주),음악,30,3,"기초_바이엘(일65분*주3회*4.2주):120000, 중급_체르니100(일70분*주3회*4.2주):130000, 고급_체르니30(일75분*주3회*4.2주(:140000",Y,N,7349,개원,20170407,,99991231,20170407,20241215
영등포구,교습소,3000028815,프롬아트미술교습소,서울특별시 영등포구 국제금융로 78,", 806호 일부 (여의도동,홍우빌딩)",예능(대),예능(중),미술A(일110분*주2회*4.2주),미술,20,4,"미술A(일110분*주2회*4.2주):140000, 미술B(일100분*주3회*4.2주):190000, 미술C(일120분*주2회*4.2주):150000, 미술D(일95분*주4회*4.2주):250000, 드로잉(일90분*주3회*4.2주):175000, 미술(일95분*주2회*4.2주):120000, 미술(일100분*주2회*4.2주):130000, 미술(일155분*주2회*4.2주):200000, 미술1(일20분*주1회*4.2주):10000, 미술2(일85분*주4회*4.2주):220000, 미술3(일95분*주3회*4.2주):180000",Y,N,7333,개원,20170410,,99991231,20170410,20250223
노원구,교습소,3000028816,니드영어교습소,서울특별시 노원구 동일로 1530,", 402호 일부 (상계동)",입시.검정 및 보습,보통교과,,보습,21,4,,Y,N,1674,개원,20170410,,99991231,20170410,20231018
마포구,교습소,3000028819,뮤엠영어상암영어교습소,서울특별시 마포구 월드컵로42길 40,", 2층 225호 (상암동, 상암근린상가)",입시.검정 및 보습,보통교과,초등영어1,보습,36,6,,Y,N,3905,개원,20170410,,99991231,20170410,20231018
관악구,교습소,3000028823,4비화실미술교습소,서울특별시 관악구 인헌11길 6,", 1층 일부  (봉천동)",예능(대),예능(중),초급미술1,미술,54,9,"초급미술1:80000, 초급미술2:120000, 중급미술1:100000, 중급미술2:150000, 고급미술1:140000, 고급미술2:210000",Y,N,8796,개원,20170407,,99991231,20170407,20231018
양천구,학원,3000028824,맛있는공부학원,서울특별시 양천구 지양로7길 14,", 2층 (신월동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,45,45,,Y,N,8037,개원,20170410,,99991231,20170410,20231018
양천구,학원,3000028825,다원교육고등학원,서울특별시 양천구 목동서로 63,", 목동일번가빌딩, 201호,202호,203호,204호,205호,206호 (목동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,244,244,,Y,N,7983,개원,20170410,,99991231,20170410,20260712
광진구,학원,3000028826,디보스댄스학원,서울특별시 광진구 자양로26길 50,", 2층 (구의동)",기타(대),기타(중),"기타(소),",기타(소),78,47,,Y,N,5040,개원,20170407,,99991231,20170407,20231018
서초구,교습소,3000028833,디알(DR)수학교습소,서울특별시 서초구 고무래로 6-3,", 802호 (반포동)",입시.검정 및 보습,보통교과,초등수학,보습?논술,30,8,"초등수학:550000, 중등수학:600000, 고1수학:700000, 고2수학:800000, 고3수학:900000",Y,N,6593,개원,20170407,,99991231,20170407,20260705
강동구,교습소,3000028835,그림숲아트미술교습소,서울특별시 강동구 성내로3길 36,", 1층 일부 (성내동, 동심빌라)",예능(대),예능(중),"아동미술(주2회,80분)",미술,24,8,,Y,N,5392,개원,20170411,,99991231,20170411,20231018
동작구,학원,3000028836,힘센수학학원,서울특별시 동작구 양녕로 268,", 3층 (상도1동)",입시.검정 및 보습,보통교과,보습,보습,100,77,,Y,N,6968,개원,20170405,,99991231,20170405,20240128
양천구,교습소,3000028838,하이레벨업수학교습소,서울특별시 양천구 목동동로 391,", 현대파크빌 310호 (목동, 현대파크빌)",입시.검정 및 보습,보통교과,초등수학,보습,4,2,"초등수학:360000, 중등수학:400000",Y,N,7983,개원,20170412,,99991231,20170412,20231018
동작구,학원,3000028850,서울도배학원,서울특별시 동작구 장승배기로19길 16,", 2층 (노량진동)",직업기술,산업서비스,도배,도배,175,25,,Y,N,6935,개원,20170413,,99991231,20170413,20260705
송파구,교습소,3000028857,어필국어교습소,서울특별시 송파구 오금로31길 42,", 4층 (방이동)",입시.검정 및 보습,보통교과,"중등국어(주2회,회150분)",보습,10,4,"중등국어(주2회,회150분):200000, 고등국어(주2호,회150분):250000",Y,N,5646,개원,20170410,,99991231,20170410,20231018
노원구,교습소,3000028860,스마트해법수학공릉우방점수학교습소,서울특별시 노원구 노원로 58,", 201호 (공릉동, 우방아파트)",입시.검정 및 보습,보통교과,초등수학1,보습,36,9,"초등수학1:170000, 초등수학2:300000, 중등수학1:230000, 중등수학2:330000",Y,N,1799,개원,20170417,,99991231,20170417,20231018
성북구,학원,3000028862,메가테스학원,서울특별시 성북구 삼양로9길 4-27,", 2층 전체, 3층 전체 (길음동, 해솔빌딩)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,530,106,,Y,N,2724,개원,20170407,20200226,20200327,20170407,20240512
송파구,학원,3000028863,싸이클루과학학원,서울특별시 송파구 위례성대로20길 32,", 2층 일부  (오금동)",입시.검정 및 보습,보통교과,"보습,",보습,150,50,,Y,N,5657,개원,20170414,,99991231,20170414,20231018
강서구,교습소,3000028867,강서힐스테이트한우리독서토론논술교습소,서울특별시 강서구 우현로 15,", 4층(401호) 일부 (화곡동)",입시.검정 및 보습,보통교과,초등논술1,보습?논술,40,4,"초등논술1:77000, 초등논술2:87000, 초등논술3:85000, 초등논술4:95000, 중등논술1:104300, 중등논술2:114300, 중등논술3:115000, 중등논술4:125000, 고등논술1:154300, 고등논술2:184300",Y,N,7695,개원,20170417,,99991231,20170417,20231018
강북구,학원,3000028871,공간프리미엄독서실,서울특별시 강북구 도봉로 177,", 4층 일부 (미아동)",독서실,독서,"독서실(일반인),",독서실(일반인),120,91,,Y,N,1170,개원,20170417,,99991231,20170417,20231018
성북구,교습소,3000028872,엘피아노음악교습소,서울특별시 성북구 숭인로 50,", 1층 2309호 (길음동, 래미안길음센터피스 상가)",예능(대),예능(중),초급피아노A,음악,84,7,,Y,N,2727,개원,20170417,,99991231,20170417,20260607
광진구,학원,3000028874,라단사발레아카데미학원,서울특별시 광진구 자양로 261,", 2층 (구의동)",기예(대),기예(중),,"무용(전통무용,현대무용)",48,66,,Y,N,4992,개원,20170418,20191215,20221231,20170418,20231018
서초구,학원,3000028876,하비스트학원,서울특별시 서초구 강남대로53길 7,", 애니타워 1401호 (서초동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,30,71,,Y,N,6626,개원,20170418,,99991231,20170418,20251005
양천구,학원,3000028881,씨앤씨9관학원,서울특별시 양천구 목동서로 252,",2층, 3층(목동, 에듀빌딩)",입시.검정 및 보습,보통교과,보습,보습,0,216,,Y,N,8003,개원,20170418,,99991231,20170418,20260426
양천구,학원,3000028882,피아아트미술학원,서울특별시 양천구 오목로 279,",402호(목동,현대프라자)",예능(대),예능(중),미술,미술,0,0,,Y,N,7993,개원,20170418,,99991231,20170418,20260201
도봉구,학원,3000028883,토즈스터디센터도봉독서실,서울특별시 도봉구 마들로 664-5,", 401호 일부, 402호 (도봉동)",독서실,독서,독서실(유아/초?중?고),독서실(유아/초?중?고),127,126,,Y,N,1330,개원,20170419,,99991231,20170419,20260712
강동구,교습소,3000028886,하연과학교습소,서울특별시 강동구 고덕로46길 71,", 1층 4호 (명일동, 삼익그린맨션)",입시.검정 및 보습,보통교과,"초등과학B(주1회,회60분)",보습,9,8,"초등과학B(주1회,회60분):48000, 초등과학C(주1회,회130분):100000, 중등과학A(주1회,회80분):68000, 중등과학B(주1회,회150분):120000, 초등과학A(주1회,회60분):48000",Y,N,5267,개원,20170419,,99991231,20170419,20240225
강서구,학원,3000028888,테일러영어학원,서울특별시 강서구 방화대로 294,", 마곡더블유타워 304호 (마곡동, 마곡더블유타워)",입시.검정 및 보습,보통교과,보습,보습,57,59,,Y,N,7599,개원,20170419,,99991231,20170419,20260719
마포구,학원,3000028891,액터스톡연기뮤지컬입시학원,서울특별시 마포구 홍익로6길 48,", 4층 401호 (동교동)",기타(대),기타(중),연극,연극,24,30,,Y,N,4050,개원,20170414,,99991231,20170414,20241215
영등포구,학원,3000028895,좋은성적학원,서울특별시 영등포구 국제금융로 78,", 605호 (여의도동,홍우빌딩)",입시.검정 및 보습,보통교과,"보습,보습?논술",보습?논술,67,70,,Y,N,7333,개원,20170420,,99991231,20170420,20260301
서초구,교습소,3000028896,안경쓴고양이미술교습소,서울특별시 서초구 서운로 207,", 2층 206호 (서초동, 삼호아파트)",예능(대),예능(중),,미술,54,9,,Y,N,6608,개원,20170420,,99991231,20170420,20231018
양천구,교습소,3000028897,비전스카이수학교습소,서울특별시 양천구 목동동로 73,", 양지빌딩2 802호 (신정동)",입시.검정 및 보습,보통교과,초등수학D,보습,50,5,"초등수학D:220000, 초등수학A:180000, 초등수학B:270000, 초등수학C:340000, 중등수학A:350000, 중등수학B:400000, 중등수학C:340000, 중등수학D:180000, 고등수학A:450000, 고등수학B:170000, 고등수학C:430000",Y,N,8093,개원,20170421,,99991231,20170421,20250713
성북구,학원,3000028901,에이블독서실,서울특별시 성북구 서경로 26-4,", 1층,3층,4층 (정릉동)",독서실,독서,"독서실(일반인),",독서실(일반인),99,99,,Y,N,2719,개원,20170421,,99991231,20170421,20250406
강남구,교습소,3000028904,제이앤영어교습소,서울특별시 강남구 남부순환로 2917,", 202호 (대치동)",입시.검정 및 보습,보통교과,고등영어,보습,32,4,"고등영어:450000, 중등영어:420000, 초등영어:400000, 기본문법:600000, 기초문법:570000, 종합문법:620000, 중등주말(중등생):250000, 고등독해:300000",Y,N,6280,개원,20170405,,99991231,20170405,20231018
서초구,교습소,3000028907,에이치이씨(HEC)영어교습소,서울특별시 서초구 반포대로 291,", 5층 530호(반포동)",입시.검정 및 보습,보통교과,,보습?논술,3,2,,Y,N,6506,개원,20170424,,99991231,20170424,20231206
관악구,교습소,3000028909,조이풀음악교습소,서울특별시 관악구 대학7길 29,", 103호 (신림동)",예능(대),예능(중),매일반바이엘,음악,90,6,"매일반바이엘:150000, 매일반체르니100:160000, 매일반체르니30:170000, 매일반체르니40:180000, 매일반연주:190000, 주3회반바이엘:130000, 주3회반체르니100:140000, 주3회반체르니30:150000, 주3회반체르니40:160000, 주3회반연주:170000, 주2회반바이엘:110000, 주2회반체르니100:120000, 주2회반체르니30:130000, 주2회반체르니40:140000, 주2회반연주:150000",Y,N,8814,개원,20170419,,99991231,20170419,20231018
용산구,교습소,3000028910,힘(HIM)수학교습소,서울특별시 용산구 새창로12길 11-13,", 1층 (도원동)",입시.검정 및 보습,보통교과,초등수학A,보습,27,3,"초등수학A:230000, 중등수학A:300000, 중등수학C:350000, 고등수학A:270000, 고등수학B:400000, 고등수학C:430000, 초등수학B:255000, 초등수학C:280000, 중등수학B:330000",Y,N,4356,개원,20170424,,99991231,20170424,20251109
송파구,교습소,3000028913,엠지음악교습소,서울특별시 송파구 마천로7길 6,", 1층 104호 (오금동, 대림아파트 상가2공구)",예능(대),예능(중),,음악,3,3,,Y,N,5656,개원,20170419,,99991231,20170419,20250727
송파구,학원,3000028916,엘리트뷰티아카데미학원,서울특별시 송파구 백제고분로37길 8,", 3층, 4층일부 (석촌동)",기타(대),기타(중),이?미용,이?미용,3000,50,,Y,N,5615,개원,20170425,,99991231,20170425,20260607
강북구,학원,3000028919,S.I.수인학원,서울특별시 강북구 솔샘로 233,", 206호 (미아동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,207,69,,Y,N,1189,개원,20170426,,99991231,20170426,20231018
중랑구,교습소,3000028923,주연음악교습소,서울특별시 중랑구 면목로57길 43,", 1층일부 (면목동)",예능(대),예능(중),"바이엘(고급,주2회)",음악,35,5,"바이엘(고급,주2회):120000, 바이엘(고급,주3회):130000, 바이엘(고급,주5회):150000, 체르니100(고급):160000, 체르니30(고급):180000, 체르니40(고급):190000, 체르니50(고급):200000",Y,N,2220,개원,20170427,,99991231,20170427,20231018
동대문구,학원,3000028928,압구정M수학전문학원,서울특별시 동대문구 답십리로 77,", 2층 205호 (전농동)",입시.검정 및 보습,보통교과,"보습,",보습,40,74,,Y,N,2552,개원,20170427,,99991231,20170427,20231018
강남구,학원,3000028929,봄온아카데미학원,서울특별시 강남구 강남대로 584,", 3층 일부 (논현동)",종합(대),문화관광,"방송,화술",방송,700,175,,Y,N,6043,개원,20030804,20180604,20180610,20030804,20241006
강남구,교습소,3000028937,이화림스피아노음악교습소,서울특별시 강남구 도곡로 184,", 205호 (도곡동)",예능(대),예능(중),피아노(입시)1,음악,30,9,"피아노(입시)1:140000, 피아노(입시)2:150000, 피아노(입시)3:200000, 피아노(입시)4:210000, 피아노(중급)6:240000, 피아노(입시)5:250000",Y,N,6261,개원,20170427,,99991231,20170427,20260607
강동구,교습소,3000028942,리드인독서국어교습소,서울특별시 강동구 상일로 55,", 지하 1층 111호 일부(상동,고덕자이)",입시.검정 및 보습,보통교과,"초등국어A(4주)(주1회,회180분)",보습,8,8,"초등국어A(4주)(주1회,회180분):138000, 중등국어(4주)(주1회,회205분):167000, 초등국어C(4주)(주2회,회125분):192000, 초등국어D(4주)(주3회,회95분):218000, 초등국어B(4주)(주2회,회110분):168000, 초등국어E(4주)(주3회,회130분):299000",Y,N,5275,개원,20170428,,99991231,20170428,20260426
서초구,학원,3000028945,톤연기학원,서울특별시 서초구 강남대로95길 40,", 2층전체, 3층302호 (잠원동, 광운빌딩)",기타(대),기타(중),연극,연극,100,168,,Y,N,6527,개원,20170501,,99991231,20170501,20250209
양천구,학원,3000028947,이서독서실,서울특별시 양천구 목동남로4길 32,", 3층일부 (신정동)",독서실,독서,"독서실,독서실(유아/초?중?고)",독서실(유아/초?중?고),148,74,,Y,N,8104,개원,20170501,,99991231,20170428,20250824
강서구,학원,3000028948,아카데미라운지염창독서실,서울특별시 강서구 양천로 684,", 6층전체, 7층일부 (염창동)",독서실,독서,독서실(유아/초?중?고),독서실(유아/초?중?고),678,113,,Y,N,7555,개원,20170421,,99991231,20170421,20260308
동작구,교습소,3000028949,윤수학교습소,서울특별시 동작구 국사봉길 93,", 1층 일부 (상도동)",입시.검정 및 보습,보통교과,초등수학,보습,9,3,"초등수학:120000, 중등수학:220000, 고등수학:320000",Y,N,7043,개원,20170501,,99991231,20170501,20231018
강동구,교습소,3000028956,윤선생우리집앞고덕1영어교습소,서울특별시 강동구 동남로81길 88,", 2층 일부 (고덕동)",입시.검정 및 보습,보통교과,,보습,7,7,,Y,N,5227,개원,20170501,,99991231,20170501,20250727
강서구,학원,3000028957,더굿멘토영수전문학원,서울특별시 강서구 공항대로41길 65,", 4층 405호 (등촌동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,70,32,,Y,N,7586,개원,20170428,,99991231,20170428,20260201
송파구,학원,3000028963,픽플래닛아카데미학원,서울특별시 송파구 백제고분로 276,", 6층 일부 (석촌동, 공익빌딩)",예능(대),예능(중),"음악,",음악,40,20,,Y,N,5679,개원,20170427,,99991231,20170427,20231018
서초구,학원,3000028967,아트멘토유학미술학원,서울특별시 서초구 반포대로 287,", 314호, 315호(반포동)",예능(대),예능(중),미술,미술,126,42,,Y,N,6547,개원,20170502,,99991231,20170502,20260329
서대문구,교습소,3000028968,서연영어교습소,서울특별시 서대문구 가재울미래로 2,", DMC파크뷰자이 별동상가동 2층 205-1 (남가좌동)",입시.검정 및 보습,보통교과,초등영어,보습,20,5,"초등영어:270000, 중등영어A:300000, 중등영어B:350000, 고등영어:380000",Y,N,3711,개원,20170426,,99991231,20170426,20231018
서대문구,교습소,3000028970,톡톡영어교습소,서울특별시 서대문구 세검정로1길 35,", 풍림2차아파트 상가동 208, 209호 (홍은동, 풍림2차아파트)",입시.검정 및 보습,보통교과,초등영어1,보습,32,8,,Y,N,3615,개원,20170421,,99991231,20170421,20231018
서대문구,교습소,3000028971,메이커스코딩랩컴퓨터교습소,서울특별시 서대문구 통일로34길 35,"2층 7호 (홍제동, 홍제원현대아파트)",기타(대),기타(중),초급컴퓨터,컴퓨터(소),9,3,"초급컴퓨터:60000, 중급컴퓨터:80000, 고급컴퓨터:120000",Y,N,3632,개원,20170417,,99991231,20170417,20250608
종로구,학원,3000028976,포어스트랜즈잉글리쉬러닝센터학원,서울특별시 종로구 진흥로 443,", 2층 (구기동)",입시.검정 및 보습,보통교과,보습,보습,330,75,,Y,N,3007,개원,20170428,,99991231,20170428,20260405
송파구,교습소,3000028981,랄랄라미술창작소미술교습소,서울특별시 송파구 중대로 24,", 2층 206호 (문정동, 올림픽훼밀리타운아파트상가(4))",예능(대),예능(중),"초급(주2회,회100분)",미술,16,8,"초급(주2회,회100분):120000, 고급(주2회, 회당110분):140000",N,N,5834,개원,20170427,,99991231,20170427,20231018
