결과,시도,시군구,보건기관명,상위기관명,기관유형,대표 전화번호,주소,홈페이지 주소,X좌표,Y좌표,집계구코드,읍면동
O,서울특별시,동작구,동작구보건소,,보건소,02-820-1423,서울특별시 동작구 만양로3길 80 (노량진동) 1~9층,https://www.dongjak.go.kr/healthcare/main/main.do,950604.510991806,1945308.49249284,11200720020030,서울특별시_동작구_노량진1동
O,서울특별시,관악구,관악구보건소,,보건소,02-879-7114,"서울특별시 관악구 관악로 145 (봉천동, 관악구청), 2동 관악구보건소",https://www.gwanak.go.kr/site/health/main.do,951504.323746952,1942255.28592476,11210800010031,서울특별시_관악구_청룡동
O,서울특별시,서초구,서초구보건소,,보건소,02-2155-8114,"서울특별시 서초구 남부순환로 2584 (서초동, 서초구청, 서초구의회), 보건소 서초구 보건소",https://www.seocho.go.kr/site/sh/main.do,958753.310899071,1942809.36150751,11220520020001,서울특별시_서초구_서초2동
O,서울특별시,강남구,강남구보건소,,보건소,02-3423-7200,"서울특별시 강남구 선릉로 668 (삼성동, 강남구 보건소) 강남구 보건소",https://health.gangnam.go.kr/,959552.861964957,1946435.00445567,11230590010004,서울특별시_강남구_삼성2동
O,서울특별시,송파구,송파구보건소,,보건소,02-2147-2356,"서울특별시 송파구 올림픽로 326 (신천동, 송파구청), 보건소 보건소",https://www.songpa.go.kr/ehealth,965228.529441118,1946215.21510156,11240770010002,서울특별시_송파구_잠실6동
O,서울특별시,강동구,강동구보건소,,보건소,02-3425-6600,"서울특별시 강동구 성내로 45 (성내동, 강동구보건소) .",https://health.gangdong.go.kr/health,966922.184357583,1947827.19944959,11250650010010,서울특별시_강동구_성내1동
O,부산광역시,중구,부산중구보건소,,보건소,051-600-4741,"부산광역시 중구 중구로 120 (대청동1가, 중구청) 중구보건소",https://www.bsjunggu.go.kr/health,1139655.05529807,1680080.16736962,21010530010007,부산광역시_중구_대청동
O,부산광역시,서구,부산서구보건소,,보건소,051-242-4000,"부산광역시 서구 부용로 30 (부용동2가, 서구보건소 부민노인복지관) 서구보건소",https://www.bsseogu.go.kr/health/index.bsseogu,1138351.35780743,1680199.31727621,21020590010008,부산광역시_서구_부민동
O,부산광역시,동구,부산동구보건소,,보건소,051-440-6500,"부산광역시 동구 구청로 1 (수정동, 동구청), 보건소 보건소",https://www.bsdonggu.go.kr/health/index.donggu,1140759.22920944,1682662.46184559,21030570010004,부산광역시_동구_수정2동
O,부산광역시,영도구,영도구보건소,,보건소,051-416-4000,"부산광역시 영도구 태종로 423 (청학동, 영도구청), 보건소동 영도구 보건소",https://www.yeongdo.go.kr/health.web,1142933.61591645,1678383.75310422,21040640010001,부산광역시_영도구_청학2동
O,부산광역시,부산진구,부산진구보건소,,보건소,051-645-4000,"부산광역시 부산진구 황령대로8번길 36 (범천동, 부산진보건소) 부산진구보건소",https://www.busanjin.go.kr/health/index.busanjin,1142100.96532665,1684561.57380737,21050770020009,부산광역시_부산진구_범천1동
O,부산광역시,동래구,동래구보건소,,보건소,051-555-4000,"부산광역시 동래구 명륜로187번길 56 (명륜동, 동래구보건소) 동래구보건소",http://www.dongnae.go.kr/health,1143796.48819551,1691817.91002637,21060650010009,부산광역시_동래구_명륜동
O,부산광역시,남구,부산남구보건소,,보건소,051-607-6460,"부산광역시 남구 못골로 23 (대연동, 남구보건소) 남구보건소",https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000115000000000,1144395.94774324,1683469.15169511,21070560010006,부산광역시_남구_대연6동
O,부산광역시,북구,부산북구보건소,,보건소,051-309-4500,"부산광역시 북구 금곡대로 348 (화명동, 북구보건소), 북구보건소 북구보건소",https://www.bsbukgu.go.kr/health/index.bsbukgu,1137794.93599187,1694816.24610334,21080620010003,부산광역시_북구_화명2동
O,부산광역시,해운대구,해운대구보건소,,보건소,051-746-4000,"부산광역시 해운대구 양운로37번길 59 (좌동, 해운대구보건소)  ",http://health.haeundae.go.kr,1152880.9580161,1686718.82456842,21090670010004,부산광역시_해운대구_좌2동
O,부산광역시,사하구,사하구보건소,,보건소,051-220-5701,"부산광역시 사하구 하신중앙로 185 (신평동, 사하구 제2청사, 신평2동행정복지센터) 사하구보건소",https://www.saha.go.kr/health/main.do,1133218.68786843,1678737.26990454,21100590010005,부산광역시_사하구_신평2동
O,부산광역시,금정구,금정구보건소,,보건소,051-519-5050,"부산광역시 금정구 중앙대로 1777 (부곡동, 금정구청), 보건소 보건소",https://www.geumjeong.go.kr/health/index.geumj,1144862.85659834,1695340.45526281,21110590010002,부산광역시_금정구_부곡3동
O,부산광역시,강서구,부산강서구보건소,,보건소,051-970-3415,"부산광역시 강서구 공항로811번길 10 (대저2동, 강서브라이트센터) 보건소",https://www.bsgangseo.go.kr/health,1132703.60218589,1688183.4913787,21120520010002,부산광역시_강서구_대저2동
O,부산광역시,연제구,연제구보건소,,보건소,051-665-4783,"부산광역시 연제구 연제로 2 (연산동, 연제구청), 연제구 보건소 연제구보건소",https://www.yeonje.go.kr/health,1143850.12389473,1687906.4208706,21130560010005,부산광역시_연제구_연산2동
O,부산광역시,수영구,수영구보건소,,보건소,051-752-4000,"부산광역시 수영구 수영로 637-5 (광안동, 수영구 보건소), 본관 수영구보건소",https://www.suyeong.go.kr/health,1146943.81158276,1686456.77154185,21140560010017,부산광역시_수영구_광안1동
O,부산광역시,사상구,사상구보건소,,보건소,051-310-4791,"부산광역시 사상구 학감대로 242 (감전동, 사상구청) 사상구보건소",https://www.sasang.go.kr/health/index.sasang,1135800.63446384,1685173.76652437,21150650020016,부산광역시_사상구_감전동
O,부산광역시,기장군,기장군보건소,,보건소,051-709-4796,부산광역시 기장군 기장읍 기장대로 560 (기장군청) 기장군 보건소,https://www.gijang.go.kr/health/index.gijang,1156691.87954602,1695694.90752171,21510110110002,부산광역시_기장군_기장읍
O,대구광역시,중구,대구광역시 중구보건소,,보건소,053-661-3121,"대구광역시 중구 태평로 45 (태평로3가, 중구보건소) 중구보건소",https://www.jung.daegu.kr/new/healthcenter/pages/main/,1097784.04273843,1765120.4643342,22010610010003,대구광역시_중구_성내3동
O,대구광역시,동구,대구광역시 동구보건소,,보건소,053-662-3300,"대구광역시 동구 동촌로 79 (검사동, 동구보건소)  ",https://www.dong.daegu.kr/health/,1103906.2335778,1766336.76099456,22020660010003,대구광역시_동구_동촌동
O,대구광역시,서구,대구광역시 서구보건소,,보건소,053-663-3111,"대구광역시 서구 국채보상로 257 (평리동, 서구청), 서구보건소 서구보건소",https://www.dgs.go.kr/health/,1095625.66055567,1764492.15101695,22030620020011,대구광역시_서구_평리3동
O,대구광역시,남구,대구광역시 남구보건소,,보건소,053-664-6000,"대구광역시 남구 영선길 34 (대명동, 남구 보건소), 보건의료서비스센터 지하1층~지상5층",https://nam.daegu.kr/health/index.do,1098560.22275247,1762475.52676481,22040570020001,대구광역시_남구_대명2동
O,대구광역시,북구,대구광역시 북구보건소,,보건소,053-665-3211,"대구광역시 북구 성북로 49 (침산동, 북구보건소) 49",http://www.buk.daegu.kr/health/index.do,1098272.2302771,1766674.5344827,22050570020006,대구광역시_북구_침산3동
O,대구광역시,수성구,수성구보건소,,보건소,053-666-3111,"대구광역시 수성구 수성로 213 (중동, 수성구보건소), 수성구보건소(구관) 수성구보건소",https://www.suseong.kr/health/index.do,1100442.15037974,1761470.69317861,22060630010004,대구광역시_수성구_중동
O,대구광역시,달서구,달서구보건소,,보건소,053-667-5611,"대구광역시 달서구 학산로 45 (월성동, 달서구청) 별관(월성동) 달서구보건소",https://www.dalseo.daegu.kr/healthcenter,1093239.53265866,1759717.1876868,22070630010001,대구광역시_달서구_월성2동
O,대구광역시,달성군,달성군 보건소,,보건소,053-668-3333,대구광역시 달성군 현풍읍 현풍중앙로 27 (달성군 보건소) 달성군보건소,https://www.dalseong.daegu.kr/healthcenter/index.do,1085606.80162123,1744390.74262663,22510160050004,대구광역시_달성군_현풍읍
O,대구광역시,군위군,군위군보건소,,보건소,054-380-7401,대구광역시 군위군 군위읍 군청로 70 (군위군보건소) 군위군보건소,https://www.gunwi.go.kr/health/,1096146.46441054,1804121.5673965,22520111030005,대구광역시_군위군_군위읍
O,인천광역시,중구,인천광역시중구보건소,,보건소,032-760-6010,"인천광역시 중구 참외전로72번길 21 (전동, 중구보건소) 중구보건소",https://www.icjg.go.kr/health/index,922974.701839783,1942368.10939868,23010580020008,인천광역시_중구_동인천동
O,인천광역시,동구,인천광역시동구보건소,,보건소,032-770-5700,"인천광역시 동구 석수로 90 (만석동, 인천광역시동구보건소), 1동 동구보건소",https://www.icdonggu.go.kr/clinic/,922724.733757459,1943007.77439369,23020510010002,인천광역시_동구_만석동
O,인천광역시,미추홀구,인천광역시미추홀구보건소,,보건소,032-880-5310,"인천광역시 미추홀구 주안서로 25 (도화동, 미추홀구 보건소) 미추홀구보건소",https://www.michuhol.go.kr/clinic/main.do,927253.302853847,1940524.42799051,23090620030001,인천광역시_미추홀구_도화1동
O,인천광역시,연수구,연수구보건소,,보건소,032-7498-8000,"인천광역시 연수구 함박뫼로 13 (청학동, 연수보건소) 연수구보건소",https://www.yeonsu.go.kr/clinic/,926655.089282897,1935868.38925297,23040560030006,인천광역시_연수구_청학동
O,인천광역시,남동구,인천광역시남동구보건소,,보건소,032-464-4001,"인천광역시 남동구 소래로 633 (만수동, 남동구청) 남동구보건소",https://www.namdong.go.kr/clinic/,932046.438579761,1938952.08683238,23050640010009,인천광역시_남동구_만수6동
O,인천광역시,부평구,인천광역시부평구보건소,,보건소,032-509-8200,"인천광역시 부평구 부흥로 291 (부평동, 부평구 보건소) 부평구 보건소",https://www.icbp.go.kr/clinic/,931429.614126288,1944679.53011127,23060540010017,인천광역시_부평구_부평4동
O,인천광역시,계양구,계양구보건소,,보건소,032-430-7801,"인천광역시 계양구 계양문화로 63 (계산동, 계양구보건소) 계양구보건소",https://www.gyeyang.go.kr/open_content/clinic/,932523.946502825,1948841.72635764,23070620040001,인천광역시_계양구_계산4동
O,인천광역시,서구,인천광역시서구보건소,,보건소,032-718-0400,"인천광역시 서구 탁옥로 39 (심곡동, 서구보건소) 서구보건소",https://www.seo.incheon.kr/open_content/clinic/,927015.302049756,1949777.28203709,23080531040006,인천광역시_서구_연희동
O,인천광역시,강화군,강화군보건소,,보건소,032-930-4061,인천광역시 강화군 강화읍 충렬사로 26-1 강화군보건소,https://www.ganghwa.go.kr/open_content/clinic/,910548.484996379,1971318.12495881,23510110010021,인천광역시_강화군_강화읍
O,인천광역시,옹진군,옹진군보건소,,보건소,032-899-3112,"인천광역시 미추홀구 매소홀로 120 (용현동, 옹진군청) 옹진군보건소",https://www.ongjin.go.kr/open_content/clinic/,923640.784715656,1938949.15198302,23090590030002,인천광역시_미추홀구_용현5동
O,광주광역시,동구,광주동구보건소,,보건소,062-608-3265,광주광역시 동구 서남로 1 (서석동) 별관,www.donggu.kr,947488.699037535,1683537.34219202,24010640010005,광주광역시_동구_서남동
O,광주광역시,서구,광주서구보건소,,보건소,062-350-4108,"광주광역시 서구 경열로 33 (농성동, 서구청) 서구보건소",https://www.seogu.gwangju.kr/health/,944464.423448124,1684251.10233844,24020540020003,광주광역시_서구_농성1동
O,광주광역시,남구,광주남구보건소,,보건소,062-607-4311,"광주광역시 남구 봉선로 1 (봉선동, 남구청) 5층",www.namgu.gwangju.kr,945560.650771325,1682118.41620291,24030680010003,광주광역시_남구_봉선1동
O,광주광역시,북구,광주북구보건소,,보건소,062-410-8112,"광주광역시 북구 우치로 65 (중흥동, 북구보건소) 북구보건소",https://bukgu.gwangju.kr/health/,946469.63575439,1686609.42762461,24040831010015,광주광역시_북구_중흥동
O,광주광역시,광산구,광산구보건소,,보건소,062-960-8736,"광주광역시 광산구 하남마항로48번길 7 (흑석동, 하남3지구 주민복합시설(보건소)) 광산구보건소",https://www.gwangsan.go.kr/health/,936335.883776652,1687950.57025337,24050630050007,광주광역시_광산구_하남동
O,대전광역시,동구,대전광역시 동구보건소,,보건소,042-251-4114,"대전광역시 동구 동구청로 147 (가오동, 동구청) 보건소",https://www.donggu.go.kr/dg/kor/49/health,995948.848659344,1812750.14620115,25010530010006,대전광역시_동구_효동
O,대전광역시,중구,대전광역시 중구보건소,,보건소,042-288-8000,"대전광역시 중구 산성로 63 (문화동, 중구보건소) 1층",https://www.djjunggu.go.kr/health/index.do,990576.241690864,1812299.88232337,25020680020012,대전광역시_중구_문화2동
O,대전광역시,서구,대전광역시 서구보건소,,보건소,042-288-4500,"대전광역시 서구 만년로 74 (만년동, 대전서구보건소) 4층 보건행정",https://www.seogu.go.kr/health/index.do,989333.693202996,1818856.71811861,25030690010001,대전광역시_서구_만년동
O,대전광역시,유성구,대전광역시 유성구보건소,,보건소,042-611-5000,"대전광역시 유성구 박산로 177 (구암동, 유성구보건소) 0",https://www.yuseong.go.kr/health/index.do,984628.08791214,1817389.6598178,25040640050001,대전광역시_유성구_온천1동
O,대전광역시,대덕구,대덕구보건소,,보건소,042-608-5499,"대전광역시 대덕구 석봉로38번길 55 (석봉동, 대덕구보건소) 2층",https://www.daedeok.go.kr/chc/CHC.do,993394.781594674,1827492.36838799,25050590020006,대전광역시_대덕구_석봉동
O,울산광역시,중구,울산중구보건소,,보건소,052-290-4300,"울산광역시 중구 외솔큰길 225 (남외동, 중구보건소), 중구보건소 울산광역시 중구보건소",https://www.junggu.ulsan.kr/health,1167681.1263662,1731954.86277945,26010620020004,울산광역시_중구_병영1동
O,울산광역시,남구,울산남구보건소,,보건소,052-226-2805,"울산광역시 남구 삼산중로 132 (삼산동, 울산남구보건소) 울산광역시 남구보건소",https://www.ulsannamgu.go.kr/health/mainPage.do,1166461.00242867,1729258.39845763,26020570050002,울산광역시_남구_삼산동
O,울산광역시,동구,울산동구보건소,,보건소,052-209-4080,"울산광역시 동구 봉수로 155 (화정동, 동구청사), 종합사회복지관,보건소,동구청소년문화의집 동구보건소",https://www.donggu.ulsan.kr/health/main.do,1173949.79466453,1725076.48439244,26030540010002,울산광역시_동구_대송동
O,울산광역시,북구,울산북구보건소,,보건소,052-289-3450,"울산광역시 북구 산업로 1018 (연암동, 보건소) .",https://www.bukgu.ulsan.kr/health/,1168588.5668542,1733537.46845616,26040560070001,울산광역시_북구_효문동
O,울산광역시,울주군,울주군보건소,,보건소,052-204-2798,울산광역시 울주군 삼남읍 서향교1길 67-12 (울주군보건소) 울주군보건소,https://www.ulju.ulsan.kr/health/main.do,1146265.89994627,1730348.31614982,26510160040002,울산광역시_울주군_삼남읍
O,세종특별자치시,세종,세종특별자치시보건소,,보건소,044-301-2000,세종특별자치시  조치원읍 대첩로 32 (세종특별자치시보건소) 보건소,https://www.sejong.go.kr/health,981457.668591247,1844250.40475533,29010110030026,세종특별자치시_세종시_조치원읍
O,경기도,수원시 장안구,장안구보건소,,보건소,031-5191-0119,"경기도 수원시 장안구 송원로 101 (조원동, 장안구청, 장안보건소, 장안종합구민회관), 장안보건소 장안구보건소",https://health.suwon.go.kr/,956611.350880518,1922904.81071072,31011630020001,경기도_수원시 장안구_조원2동
O,경기도,수원시 권선구,수원시권선구보건소,,보건소,031-5191-0318,"경기도 수원시 권선구 호매실로 22-50 (탑동, 권선구보건소) 권선구보건소",https://health.suwon.go.kr/,953102.963734485,1917892.21827701,31012560040009,경기도_수원시 권선구_서둔동
O,경기도,수원시 팔달구,팔달구보건소,,보건소,031-5191-0521,"경기도 수원시 팔달구 팔달산로 6 (교동, 팔달구 보건소) 팔달구보건소",https://health.suwon.go.kr,956785.08272939,1919288.79850893,31013670010007,경기도_수원시 팔달구_매교동
O,경기도,수원시 영통구,영통구보건소,,보건소,031-5191-0718,"경기도 수원시 영통구 영통로 396 (영통동, 영통구보건소) 영통구보건소",https://health.suwon.go.kr,961842.228976852,1917638.19724343,31014660010001,경기도_수원시 영통구_영통3동
O,경기도,성남시 수정구,성남시수정구보건소,,보건소,031-729-3870,"경기도 성남시 수정구 수정로 218 (신흥동, 수정구보건소) 수정구보건소",https://www.seongnam.go.kr/health/,968518.688409237,1938407.9990271,31021530010005,경기도_성남시 수정구_신흥3동
O,경기도,성남시 중원구,성남시중원구보건소,,보건소,031-729-3930,"경기도 성남시 중원구 금상로 137 (상대원동, 노인보건센터, 중원구보건소), 중원구보건소 중원구보건소",https://www.seongnam.go.kr/health,970856.873233123,1938159.57532741,31022570010019,경기도_성남시 중원구_상대원1동
O,경기도,성남시 분당구,성남시분당구보건소,,보건소,031-729-3990,"경기도 성남시 분당구 양현로 306 (야탑동, 분당보건소) 분당구보건소",http://www.seongnam.go.kr/health/,966785.381749652,1934724.18210859,31023620040001,경기도_성남시 분당구_야탑1동
O,경기도,의정부시,의정부시보건소,,보건소,031-870-6010,"경기도 의정부시 범골로 131 (의정부동, 의정부시보건소) 의정부시보건소",https://www.ui4u.go.kr/health/main.do,959432.272728265,1970829.63813558,31030520030005,경기도_의정부시_의정부2동
O,경기도,안양시 만안구,안양시 만안구보건소,,보건소,031-8045-3472,"경기도 안양시 만안구 문예로 48 (안양동, 만안구보건소) 만안구보건소",https://www.anyang.go.kr/health/index.do,949801.172167348,1932012.01718915,31041560020020,경기도_안양시 만안구_안양6동
O,경기도,안양시 동안구,안양시 동안구보건소,,보건소,031-8045-4472,"경기도 안양시 동안구 평촌대로253번길 41 (비산동, 동안구보건소) 동안구보건소",https://www.anyang.go.kr/health/index.do,951499.437177023,1932793.28368003,31042550010001,경기도_안양시 동안구_달안동
O,경기도,부천시 원미구,부천시보건소,,보건소,032-625-4225,"경기도 부천시 원미구 옥산로10번길 16 (중동, 부천시보건소) 부천시보건소",http://pubhealth.bucheon.go.kr/site/main/index161,936439.081387694,1944133.48043186,31051651030004,경기도_부천시 원미구_중2동
O,경기도,부천시 소사구,소사보건소,,보건소,032-625-4252,"경기도 부천시 소사구 경인옛로 73 (소사본동, 소사구청) 1층,2층",pubhealth.bucheon.go.kr,938105.429629507,1942542.78719921,31052551010021,경기도_부천시 소사구_소사본동
O,경기도,부천시 오정구,부천시 오정보건소,,보건소,032-625-4373,"경기도 부천시 오정구 성오로 172 (오정동, 오정구청) 1,2층 오정보건소",https://pubhealth.bucheon.go.kr,937798.853906653,1947903.98041397,31053561050012,경기도_부천시 오정구_오정동
O,경기도,광명시,광명시보건소,,보건소,02-2680-2862,"경기도 광명시 오리로 613 (하안동, 광명시보건소) 광명시보건소",https://www.gm.go.kr/health/index.do,945036.964614425,1939872.00920973,31060620030001,경기도_광명시_하안1동
O,경기도,평택시,평택시평택보건소,,보건소,031-8024-5559,경기도 평택시 평택5로 56 (비전동) 평택보건소,https://www.pyeongtaek.go.kr/health/main.do,965435.303839541,1888078.69410142,31070650040005,경기도_평택시_비전2동
O,경기도,평택시,평택시송탄보건소,,보건소,031-8024-6615,"경기도 평택시 서정로 295 (서정동, 송탄보건소) .",https://www.pyeongtaek.go.kr/health/main.do,961428.624941052,1896443.99852268,31070510020006,경기도_평택시_중앙동
O,경기도,동두천시,동두천시보건소,,보건소,031-860-3372,"경기도 동두천시 중앙로 167 (생연동, 동두천시보건소) 동두천시보건소",https://www.ddc.go.kr/,960586.494888594,1988633.69382859,31080520010002,경기도_동두천시_생연2동
O,경기도,안산시 상록구,안산시상록수보건소,,보건소,031-481-5551,"경기도 안산시 상록구 차돌배기로1길 5 (사동, 상록수보건소) 상록수보건소",https://www.ansan.go.kr/snshealth/main/main.do,941960.318365957,1922565.53254109,31091760030005,경기도_안산시 상록구_사동
O,경기도,안산시 단원구,안산시단원보건소,,보건소,031-481-6347,"경기도 안산시 단원구 화랑로 250 (초지동, 단원구청, 단원보건소) 단원보건소",https://www.ansan.go.kr/health/main/main.do,939331.807947293,1924878.56752252,31092660110205,경기도_안산시 단원구_초지동
O,경기도,고양시 덕양구,고양시덕양구보건소,,보건소,031-8075-4006,"경기도 고양시 덕양구 원당로33번길 28 (주교동, 덕양구보건소) 주교동 603지번",https://www.goyang.go.kr/health/index.do,941007.603922341,1962247.05290203,31101510010013,경기도_고양시 덕양구_주교동
O,경기도,고양시 일산동구,일산동구보건소,,보건소,031-8075-4087,경기도 고양시 일산동구 중앙로 1100 (백석동) 일산동구보건소,https://www.goyang.go.kr/health/index.do,936793.645921289,1961090.60540682,31103550010017,경기도_고양시 일산동구_백석1동
O,경기도,고양시 일산서구,일산서구보건소,,보건소,031-8075-4160,"경기도 고양시 일산서구 일중로 54 (일산동, 일산서구보건소) 일산서구보건소",https://www.goyang.go.kr/health/health01/health01_6/health01_6_1.jsp,936144.343736384,1965239.2179264,31104520010013,경기도_고양시 일산서구_일산2동
O,경기도,과천시,과천시보건소,,보건소,02-2150-3801,"경기도 과천시 관문로 69 (중앙동, 과천시청), 과천시 보건소 과천시보건소",https://www.gccity.go.kr/ghc/main.do,954611.265384163,1936860.03438073,31110510010002,경기도_과천시_중앙동
O,경기도,구리시,구리시보건소,,보건소,031-550-8967,"경기도 구리시 건원대로34번길 84 (인창동, 구리시 보건소) 구리시 보건소",https://www.guri.go.kr/health/index.do,968672.332189918,1956201.68319384,31120520070001,경기도_구리시_동구동
O,경기도,남양주시,남양주보건소,,보건소,031-590-8888,"경기도 남양주시 경춘로 522 (다산동, 남양주시청제2청사), 보건소 제2청사 ",https://www.nyj.go.kr/health/4267,970981.699826578,1956834.58570385,31130590010003,경기도_남양주시_다산2동
O,경기도,남양주시,남양주동부보건소,,보건소,031-590-8040,경기도 남양주시 화도읍 비룡로 59 (화도수동행정복지센터) 별관,해당사항없음,982404.309852609,1962061.61268721,31130111130009,경기도_남양주시_화도읍
O,경기도,남양주시,남양주풍양보건소,,보건소,031-590-4771,경기도 남양주시 진접읍 해밀예당1로 30-39 남양주풍양보건소,https://www.nyj.go.kr/health/index.do,972633.243605004,1967926.44379539,31130120120001,경기도_남양주시_진접읍
O,경기도,오산시,오산시보건소,,보건소,031-8036-6025,"경기도 오산시 경기동로 59 (오산동, 오산시보건소) 오산시보건소",https://www.osan.go.kr/depart/contents.do?mId=0502070000,962517.56663631,1906816.70934645,31140510020006,경기도_오산시_중앙동
O,경기도,시흥시,시흥시보건소,,보건소,031-310-5815,"경기도 시흥시 호현로 55 (대야동, 시흥시보건소대야종합사회복지관) 시흥시보건소",https://www.siheung.go.kr/portal/contents.do?mId=0307010000,936782.613377436,1938723.68482437,31150510040012,경기도_시흥시_대야동
O,경기도,군포시,군포시보건소,,보건소,031-461-5464,"경기도 군포시 군포로 221 (부곡동, 군포시보건소) 군포시보건소",https://www.gunpo.go.kr/health/index.do,949149.257793795,1926172.30801933,31160520030007,경기도_군포시_군포2동
